label,sms,change_sms,nltk,num_words
0,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.",had the money issue weigh me down but thanks to you i can breathe easier now ill make sure you do not regret it thanks,money issu weigh thank breath easi ill make sure regret thank,11
0,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,shes fine i have had difficulties with her phone it works with mine can you pls send her another friend request,shes fine difficulti phone work mine pls send anoth friend request,11
0,Da is good good player.why he is unsold.,da is good good link he is unsold,da good good link unsold,5
0,How much you got for cleaning,how much you got for cleaning,much get clean,3
1,,,free entri number wkli comp win fa cup terminal tkts number st may number text fa number receiv entri questionstd txt ratetc appli number issue,25
0,"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for",you have come into my life and brought the sun shiny down on me warming my heart putting a constant smile on my face making me feel loved and cared for,come life bring sun shini warm heart put constant smile face make feel love care,15
0,Ffffffffff. Alright no way I can meet up with you sooner?,ffffffffff alright no way i can meet up with you sooner,ffffffffff alright way meet sooner,5
1,,,free entri total wkli comp win fa cup final tkts count st may number text fa number receiv entri questionstd txt ratetc appli number number,25
0,So lets make it saturday or monday as per convenience.,so let us make it saturday or monday as per convenience,let u make saturday monday per conveni,7
0,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here...., link allah tohar beeen muht albi mufti mahfuuzmeaning same here,link allah tohar beeen muht albi mufti mahfuuzmean,8
1,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX",hey boys want hot xxx pics sent direct number you are phone txt porn to number number hrs free and then just number p per day to stop text stopbcm sf wc number n number xx,hey boy want hot xxx pic send direct number phone txt porn number number hrs free number p per day stop text stopbcm sf wc number n number xx,29
1,,,discharge entri number wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli count number,25
0,Ha... U jus ate honey ar? So sweet...,ha you jus ate honey ar so sweet,ha jus ate honey ar sweet,6
0,I to am looking forward to all the sex cuddling.. Only two more sleeps ,i to am looking forward to all the sex cuddling only two more sleeps,look forward sex cuddl two sleep,6
1,,,free entri number wkli comp profits fa transfuse final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number number,25
0,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?,slaaaaave where are you must i summon you to me all the time now do not you wish to come to me on your own anymore,slaaaaav must summon time wish come anymor,7
0,"Great. I'm in church now, will holla when i get out",great i am in church now will holla when i get out,great church holla get,4
1,,,release entri number wkli comp win fa cup final tkts enumerate st may number text fa number receiv entri questionstd txt ratetc appli number number,25
0,I'm also came to room.,i am also came to room,also come room,3
0,"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho",just got part nottingham number hrs number miles good thing i love my man so much but only doing number mph hey ho,get part nottingham number hrs number mile good thing love man much number mph hey ho,16
0,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,baaaaabe i misss youuuuu where are you i have to go and teach my class at number ,baaaaab miss youuuuu go teach class number,7
1,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs, number mths half price orange line rental latest camera phones number free had your phone number mths call mobilesdirect free on number to update now or number stoptxt tcs,number mths half price orang line rental late camera phone number free phone number mths call mobilesdirect free number updat number stoptxt tcs,23
1,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938768 to update now!, number mths half price orange line rental latest camera phones number free had your phone number mths call mobilesdirect free on number to update now,number mths half price orang line rental late camera phone number free phone number mths call mobilesdirect free number updat,20
0,How are you. Its been ages. How's abj,how are you its been ages how is abj,age abj,2
0,"Tee hee. Off to lecture, cheery bye bye.",tee hee off to lecture cheery bye bye,tee hee lectur cheeri bye bye,6
0,"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?",no dice art class number thru number thanks though any idea what time i should come tomorrow,dice art class number thru number thank though idea time come tomorrow,12
0,You got called a tool?,you got called a tool,get call tool,3
1,,,free entri amount wkli comp win fa cup final tkts number st may figure text fa number receiv entri questionstd txt ratetc appli number number,25
1,,,free entri act wkli comp gain fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number number,25
1,,,exempt entri number wkli comp win fa cup final tkts number st may number text fa numerate receiv entri questionstd txt ratetc appli number number,25
0,"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?",yeah in fact he just asked if we needed anything like an hour ago when and how much,yeah fact ask need anyth like hour ago much,9
1,,,spare entri number wkli comp win fa cup last tkts number st may number text fa number receiv entri questionstd txt ratetc appli number number,25
0,Thank you princess! I want to see your nice juicy booty...,thank you princess i want to see your nice juicy booty,thank princess want see nice juici booti,7
1,,,free entri turn wkli comp win fa cup final tkts issue st may number text fa number receiv entri questionstd txt ratetc appli number number,25
0,No..its ful of song lyrics.., link ful of song lyrics,link ful song lyric,4
1,,,free entri number wkli comp win fa cup final tkts number st may number text fa turn receiv entri questionstd txt ratetc appli list number,25
0,Happy new years melody!,happy new years melody,happi new year melodi,4
0,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.,i would but i am still cozy and exhausted from last link went to school or work everything is closed,would still cozi exhaust last link go school work everyth close,11
1,,,free entri number wkli comp win fa cup final tkts figure st may number text fa bit receiv entri questionstd txt ratetc appli number number,25
1,,,resign entri number wkli comp gain fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number number,25
0,I am not sure about night menu. . . I know only about noon menu,i am not sure about night menu i know only about noon menu,sure night menu know noon menu,6
1,,,barren entri number wkli comprehensive win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number number,25
1,,,relinquish entri number wkli comp win fa cup final tkts number st may number text fa bit receiv entri questionstd txt ratetc appli number number,25
0,U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...,you horrible gal you knew dat i was going out wif him yest n you still come n ask me,horribl gal know dat go wif yest n still come n ask,12
0,Haiyoh... Maybe your hamster was jealous of million,haiyoh maybe your hamster was jealous of million,haiyoh mayb hamster jealous million,5
1,,,free entri number wkli comp win fa cup final tkts number st May number text fa number receiv entri questionstd txt ratetc appli number turn,25
0,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,misplaced your number and was sending texts to your old number wondering why i have not heard from you this year all the best in your mcat got this number from my atlanta friends,misplac number send text old number wonder hear year best mcat get number atlanta friend,15
1,You are a winner U have been specially selected 2 receive å£1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) ,you are a winner you have been specially selected number receive moneysymbol number or a number holiday flights inc speak to a live operator number claim number pmin number ,winner special select number receiv moneysymbol number number holiday flight inc speak live oper number claim number pmin number,19
1,,,free entri number wkli comp acquire fa cup final tkts number st may number text fa bit receiv entri questionstd txt ratetc appli number number,25
1,,,costless entri number wkli comp win fa cup final tkts number st may enumerate text fa number receiv entri questionstd txt ratetc appli number number,25
0,I emailed yifeng my part oredi.. Can Ì_ get it fr him..,i emailed yifeng my part oredi can get it fr him,email yifeng part oredi get fr,6
0,Of course. I guess god's just got me on hold right now.,of course i guess god s just got me on hold right now,cours guess god get hold right,6
1,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call on 08000839402 NOW!,great new offer double mins double txt on best orange tariffs and get latest camera phones number free call on number now,great new offer doubl min doubl txt best orang tariff get late camera phone number free call number,18
1,,,free entri number wkli comp win fa cup final tkts number st May number text fa number receiv entri questionstd txt ratetc appli figure number,25
0,I didn't get the second half of that message,i did not get the second half of that message,get second half messag,4
1,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",in the simpsons movie released in july number name the band that died at the start of the film agreen day bblue day cred day send a b or c,simpson movi releas juli number name band die start film agreen day bblue day cred day send b c,19
1,,,unloose entri number wkli comp win fa cup final tkts number st may issue text fa number receiv entri questionstd txt ratetc appli number number,25
0,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...,aiyar you so poor thing i give you my support k jia you i will think of you,aiyar poor thing give support k jia think,8
1,,,free entri number wkli comp win fa cup final tkts number st may number text fa total receiv entri questionstd txt ratetc appli numeral number,25
0,"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well.",babe how goes that day what are you up to i miss you already my love loving kiss i hope everything goes well,babe go day miss alreadi love love kiss hope everyth go well,12
0,I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you,i miss you so much i am so desparate i have recorded the message you left for me the other day and listen to it just to hear the sound of your voice i love you,miss much despar record messag leav day listen hear sound voic love,12
0,I canåÕt wait for cornwall. Hope tonight isnåÕt too bad as well but itåÕs rock night shite. Anyway iåÕm going for a kip now have a good night. Speak to you soon.,i cant wait for cornwall hope tonight isnt too bad as well but its rock night shite anyway im going for a kip now have a good night speak to you soon,cant wait cornwal hope tonight isnt bad well rock night shite anyway im go kip good night speak soon,19
1,,,free entri number wkli comp win fa cup final tkts total st may number text fa figure receiv entri questionstd txt ratetc appli number number,25
1,,,free entri numerate wkli comp win fa cup final tkts number st may act text fa number receiv entri questionstd txt ratetc appli number number,25
0,"Yeah, probably here for a while",yeah probably here for a while,yeah probabl,2
0,You always make things bigger than they are,you always make things bigger than they are,alway make thing big,4
1,,,barren entri number wkli comp win fa cup final tkts number st may count text fa number receiv entri questionstd txt ratetc appli number number,25
1,,,unloose entri number wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli count number,25
0,"Hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much",hi wlcome back did wonder if you got eaten by a lion or something nothing much,hi wlcome back wonder get eat lion someth noth much,10
0,Painful words- \I thought being Happy was the most toughest thing on Earth... But,painful words i thought being happy was the most toughest thing on earth but,pain word think happi tough thing earth,7
1,,,free entri numeral wkli comp gain fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number number,25
1,PRIVATE! Your 2003 Account Statement for 078,private your number account statement for number ,privat number account statement number,5
1,"Latest News! Police station toilet stolen, cops have nothing to go on!",latest news police station toilet stolen cops have nothing to go on,late news polic station toilet steal cop noth go,9
1,,,free entri number wkli comp win fa cup final tkts act st may number text fa number receiv entri questionstd txt ratetc appli numerate number,25
0,If I die I want u to have all my stuffs.,if i die i want you to have all my stuffs,die want stuff,3
0,So what do you guys do.,so what do you guys do,guy,1
1,,,free entri routine wkli comprehensive win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number number,25
1,"IMPORTANT MESSAGE FROM WESTPAC For the safety of our customers due to the recent COVID-19 virus, all customers are required to review and update their personal details. You will be unable to use Westpac services until you have done so. Please go to https:// westpac-mobile.cc/2update or call us on 132 032.",important message from westpac for the safety of our customers due to the recent covid number virus all customers are required to review and update their personal details you will be unable to use westpac services until you have done so please go to link or call us on number number ,import messag westpac safeti custom due recent covid number virus custom requir review updat person detail unabl use westpac servic pleas go link call u number number,27
0,Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!,love it daddy will make you scream with pleasure i am going to slap your ass with my dick,love daddi make scream pleasur go slap dick,8
1,,,spare entri number wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number numerate,25
1,,,unloosen entri number wkli comp win fa cup final tkts number st may bit text fa number receiv entri questionstd txt ratetc appli number number,25
0,Horrible gal. Me in sch doing some stuff. How come u got mc?,horrible gal me in sch doing some stuff how come you got mc,horribl gal sch stuff come get mc,7
1,,,free entri number wkli comprehensive win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli numerate number,25
1,,,disembarrass entri number wkli comp win fa cup final tkts number st may number text fa figure receiv entri questionstd txt ratetc appli number number,25
0,I dont have that much image in class.,i do not have that much image in class,much imag class,3
0,I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?,i only work from mon to thurs but sat i cannot leh booked liao which other day you free,work mon thur sit leh book liao day free,9
0,I am literally in bed and have been up for like  &lt;#&gt;  hours,i am literally in bed and have been up for like ltgt hours,liter bed like ltgt hour,5
1,,,destitute entri number wkli comp win fa cup terminal tkts number st may number text fa number receiv entri questionstd txt ratetc appli number number,25
0,"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4...",k i yan jiu liao sat we can go number bugis vill one frm number to number den hop to parco number nb sun can go cine frm number to number den hop to orc mrt number hip hop at number ,k yan jiu liao sit go number bugi vill one frm number number den hop parco number nb sun go cine frm number number den hop orc mrt number hip hop number,32
0,I thk Ì_ gotta go home by urself. Cos i'll b going out shopping 4 my frens present. ,i thk got to go home by urself cos i will b going out shopping number my frens present,thk get go home urself co b go shop number fren present,12
1,,,free entri act wkli comp win fa cup final tkts number st may number text fa come receiv entri questionstd txt ratetc appli number number,25
1,,,unblock entri number wkli comp win fa cup final tkts number st may number text fa list receiv entri questionstd txt ratetc appli number number,25
0,"Come to mu, we're sorting out our narcotics situation",come to mu we are sorting out our narcotics situation,come mu sort narcot situat,5
0,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?,horrible you eat macs eat until you forgot about me already rite you take so long number reply i thk it is more toot than before so b prepared now wat shall i eat,horribl eat mac eat forget alreadi rite take long number repli thk toot b prepar wat shall eat,18
0,"Jus chillaxin, what up",jus chillaxin what up,jus chillaxin,2
1,,,free entri numeral wkli comp win fa cup final tkts number st may act text fa number receiv entri questionstd txt ratetc appli number number,25
0,I'm at home n ready...,i am at home n ready,home n readi,3
1,TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...,themobyo yo yohere comes a new selection of hot downloads for our members to get for free just click open the next link sent to you are fone,themobyo yo yoher come new select hot download member get free click open next link send fone,17
1,,,free entri number wkli comp win fa cup final tkts number st may routine text fa number receiv entri questionstd txt ratetc appli figure number,25
0,1's reach home call me., number s reach home call me,number reach home call,4
0,Did u receive my msg?,did you receive my message,receiv messag,2
1,,,free entri number wkli comp win fa cup final tkts number st may turn text fa enumerate receiv entri questionstd txt ratetc appli number number,25
1,,,free entri total wkli comp win fa cup final tkts numeral st may number text fa number receiv entri questionstd txt ratetc appli number number,25
0,Hasn't that been the pattern recently crap weekends?,has not that been the pattern recently crap weekends,pattern recent crap weekend,4
1,,,costless entri issue wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number number,25
0,"Aight, lemme know what's up",aight let me know what is up,aight let know,3
1,,,disengage entri number wkli comp win fa cup final tkts bit st may number text fa number receiv entri questionstd txt ratetc appli number number,25
0,Oh ho. Is this the first time u use these type of words,oh ho is this the first time you use these type of words,oh ho first time use type word,7
1,,,unloose entri number wkli comprehensive win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number number,25
1,,,free entri enumerate wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli figure number,25
1,,,free entri enumerate wkli comp win fa cup final tkts number st may number text fa amount receiv entri questionstd txt ratetc appli number number,25
1,"Loan for any purpose ÃÂ£500 - ÃÂ£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956668 ",loan for any purpose moneysymbol number moneysymbol number number homeowners tenants welcome have you been previously refused we can still help call free number number ,loan purpos moneysymbol number moneysymbol number number homeown tenant welcom previous refus still help call free number number,18
0,Should I tell my friend not to come round til like  &lt;#&gt; ish?,should i tell my friend not to come round til like ltgt ish,tell friend come round til like ltgt ish,8
0,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil,msgs r not time link silently say that i am thinking of you right now and also making you think of me at least number a moment gd link drms shesil,msg r time link silent say think right also make think least number moment gd link drms shesil,18
0,What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.,what i told before i tell stupid hear after i will not tell anything to you you dad called to my brother and spoken not with me,tell tell stupid hear tell anyth dad call brother speak,10
0,"Nothing much, chillin at home. Any super bowl plan?",nothing much chillin at home any super bowl plan,noth much chillin home super bowl plan,7
0,ÌÏ eatin later but i'm eatin wif my frens now lei... ÌÏ going home first? , eatin later but i am eatin wif my frens now lei going home first,eatin later eatin wif fren lei go home first,9
1,,,free entri number wkli comp win fa cup final tkts number st whitethorn issue text fa number receiv entri questionstd txt ratetc appli number number,25
0,Hhahhaahahah rofl wtf nig was leonardo in your room or something,hhahhaahahah rofl wtf nig was leonardo in your room or something,hhahhaahahah rofl wtf nig leonardo room someth,7
1,,,relieve entri number wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli numerate number,25
0,Well i know Z will take care of me. So no worries.,well i know z will take care of me so no worries,well know z take care worri,6
0,Got c... I lazy to type... I forgot Ì_ in lect... I saw a pouch but like not v nice...,got c i lazy to type i forgot in lect i saw a pouch but like not v nice,get c lazi type forget lect saw pouch like v nice,11
0,He is a womdarfull actor,he is a womdarfull actor,womdarful actor,2
0,The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible,the number oz guy is being kind of flaky but one friend is interested in picking up moneysymbol ltgt worth tonight if possible,number oz guy kind flaki one friend interest pick moneysymbol ltgt worth tonight possibl,14
1,"Prem Jewellrs Vijaynagar Lucky draw scheme , monthly Rs 300 for 12 month, every month lucky member will be given Rs3600 gold or silver article.Call-9008097492",prem jewellrs vijaynagar lucky draw scheme monthly rs number for number month every month lucky member will be given rs number gold or silver link ,prem jewellr vijaynagar lucki draw scheme month r number number month everi month lucki member give rs number gold silver link,21
0,Yup having my lunch buffet now.. U eat already?,yup having my lunch buffet now you eat already,yup lunch buffet eat alreadi,5
1,,,free entri amount wkli comp win fa transfuse final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number number,25
1,,,free entri number wkli comp win fa cup final tkts number st may amount text fa list receiv entri questionstd txt ratetc appli number number,25
0,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.,no it is not pride i am almost ltgt years old and should not be takin money from my kid you are not supposed to have to deal with this stuff this is grownup stuffwhy i do not tell you,pride almost ltgt year old takin money kid suppos deal stuff grownup stuffwhi tell,14
1,,,unloose entri number wkli comp win fa cup final tkts routine st may number text fa number receiv entri questionstd txt ratetc appli number number,25
1,,,free entri number wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli bit list,25
1,,,free entri number wkli comp win fa cup final tkts come st may number text fa numerate receiv entri questionstd txt ratetc appli number number,25
1,,,free entri number wkli comp win fa cup final tkts amount st may number schoolbook fa number receiv entri questionstd txt ratetc appli number number,25
1,,,free entri number wkli comp win fa cup final tkts routine st may number text fa number receiv entri questionstd txt ratetc appli number count,25
1,,,free entri number wkli comp win fa cup concluding tkts number st may number text fa enumerate receiv entri questionstd txt ratetc appli number number,25
1,,,free entri number wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli amount total,25
0,ALRITE,alrite,alrit,1
0,"Nah man, my car is meant to be crammed full of people",nah man my car is meant to be crammed full of people,nah man car mean cram full peopl,7
1,,,free entri amount wkli comp win fa cup final tkts number st may number text fa routine receiv entri questionstd txt ratetc appli number number,25
0,I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free,i will reach office around ltdecimalgt amp my mobile have problem you cann t get my voice so call you asa i will free,reach offic around ltdecimalgt amp mobil problem cann get voic call asa free,13
0,Yup. Wun believe wat? U really neva c e msg i sent shuhui?,yup wun believe wat you really neva c e message i sent shuhui,yup wun believ wat realli neva c e messag send shuhui,11
0,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.,do not forget though that i love you and i walk beside you watching over you and keeping your heart warm,forget though love walk besid watch keep heart warm,9
1,,,free entri number wkli comp win fa cup final tkts number st may number text fa numerate receiv entri questionstd txt ratetc appli number numerate,25
0,May b approve panalam...but it should have more posts..,may b approve link it should have more posts,may b approv link post,5
1,,,free entri list wkli comp winnings fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number number,25
1,,,complimentary entri number wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number amount,25
0,Hi good mornin.. Thanku wish u d same..,hi good mornin thanku wish you d same,hi good mornin thanku wish,5
0,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).",urgh coach hot smells of chip fat thanks again especially for the duvet not a predictive text word,urgh coach hot smell chip fat thank especi duvet predict text word,12
0,Where's my boytoy? I miss you ... What happened?,where is my boytoy i miss you what happened,boytoy miss happen,3
1,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",freemsg you have been awarded a free mini digital camera just reply snap to collect your prize quizclub opt out stop number pwk sprwm ph number ,freemsg award free mini digit camera repli snap collect prize quizclub opt stop number pwk sprwm ph number,18
0,K I'll be there before 4.,k i will be there before number ,k number,2
0,"Yeah we wouldn't leave for an hour at least, how's 4 sound?",yeah we would not leave for an hour at least how is number sound,yeah would leav hour least number sound,7
0,ÌÏ predict wat time Ì_'ll finish buying?, predict wat time ll finish buying,predict wat time finish buy,5
0,Dont you have message offer,do not you have message offer,messag offer,2
1,,,liberate entri number wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number figure,25
1,,,absolve entri number wkli comp succeed fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number number,25
1,,,free entri number wkli comp acquire fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number figure,25
0,"Not for possession, especially not first offense",not for possession especially not first offense,possess especi first offens,4
0,So do you have samus shoulders yet,so do you have samus shoulders yet,samus shoulder yet,3
0,I not busy juz dun wan 2 go so early.. Hee.. ,i not busy juz dun wan number go so early hee,busi juz dun wan number go earli hee,8
1,,,discharge entri number wkli comp win fa cup final tkts turn st may number text fa number receiv entri questionstd txt ratetc appli number number,25
0,How come guoyang go n tell her? Then u told her?,how come guoyang go n tell her then you told her,come guoyang go n tell tell,6
0,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,those cocksuckers if it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,cocksuck make feel good ipad worthless garbag novelti item feel bad even want one,14
0,Dip's cell dead. So i m coming with him. U better respond else we shall come back.,dip s cell dead so i m coming with him you better respond else we shall come back,dip cell dead come good respond els shall come back,10
0,"that would be good Û_ I'll phone you tomo lunchtime, shall I, to organise something?",that would be good i will phone you tomo lunchtime shall i to organise something,would good phone tomo lunchtim shall organis someth,8
0,What type of stuff do you sing?,what type of stuff do you sing,type stuff sing,3
0,Hi dude hw r u da realy mising u today,hi dude hw r you da realy mising you today,hi dude hw r da reali mise today,8
0,hanks lotsly!,hanks lotsly,hank lotsli,2
1,,,disembarrass entri number wkli comp win fa cup final tkts number st may number text fa act receiv entri questionstd txt ratetc appli number number,25
0,Msg me when rajini comes.,message me when rajini comes,messag rajini come,3
0,Hows the champ just leaving glasgow!,how is the champ just leaving glasgow,champ leav glasgow,3
1,,,free entri issue wkli comp win fa cup final tkts issue st may number text fa number receiv entri questionstd txt ratetc appli number number,25
0,Can u get pic msgs to your phone?,can you get pic msgs to your phone,get pic msg phone,4
1,,,free entri number wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli numeral bit,25
0,"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later.",actually my mobile is full of message and i m doing a work online where i need to send them ltgt sent message i wil explain you later,actual mobil full messag work onlin need send ltgt sent messag wil explain later,14
1,,,free entri number wkli comprehensive win fa cup final tkts numeral st may number text fa number receiv entri questionstd txt ratetc appli number number,25
0,", ow u dey.i paid 60,400thousad.i told  u would call . ", ow you deyi paid number number thousadi told you would call ,ow deyi pay number number thousadi tell would call,9
0,Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all,ok i will not call or disturb any one i know all are avoiding me i am a burden for all,ok call disturb one know avoid burden,7
0,Shb b ok lor... Thanx...,shb b ok lor thanx,shb b ok lor thanx,5
1,,,free entri list wkli comp win fa cup final tkts turn st may number text fa number receiv entri questionstd txt ratetc appli number number,25
0,Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.,lol grr my mom is taking forever with my prescription pharmacy is like number minutes away ugh,lol grr mom take forev prescript pharmaci like number minut away ugh,12
1,,,absolve entri number wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli amount number,25
1,,,devoid entri number wkli comp succeed fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number number,25
0,I'm stuck in da middle of da row on da right hand side of da lt... ,i am stuck in da middle of da row on da right hand side of da lt,stick da middl da row da right hand side da lt,11
0,Then Ì_ come n pick me at 530 ar?,then come n pick me at number ar,come n pick number ar,5
1,,,disengage entri number wkli comp win fa cup final tkts number st may number text fa issue receiv entri questionstd txt ratetc appli number number,25
1,,,free entri issue wkli comp win fa transfuse final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number number,25
0,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.,yar he quite clever but aft many guesses lor he got ask me number bring but i thk darren not so willing number go aiya they thk leona still not attach wat,yar quit clever aft mani guess lor get ask number bring thk darren will number go aiya thk leona still attach wat,22
1,,,unloosen entri number wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli figure number,25
1,,,free entri number wkli comp win fa cup last tkts number st may number text fa number receiv entri questionstd txt ratetc appli number numeral,25
0,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,heart is empty without love mind is empty without wisdom eyes r empty without dreams amp life is empty without frnds so alwys be in touch good night amp sweet dreams,heart empti without love mind empti without wisdom eye r empti without dream amp life empti without frnds alwi touch good night amp sweet dream,25
0,Then ur sis how?,then you are sis how,sis,1
0,Hey... are you going to quit soon? Xuhui and i working till end of the month ,hey are you going to quit soon xuhui and i working till end of the month,hey go quit soon xuhui work till end month,9
0,My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!,my slave i want you to take number or number pictures of yourself today in bright light on your cell phone bright light,slave want take number number pictur today bright light cell phone bright light,13
1,,,free entri number wkli comp win fa cup final tkts number st may number text fa list receiv entri questionstd txt ratetc appli count number,25
1,,,devoid entri number wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number count,25
0,Even my brother is not like to speak with me. They treat me like aids patent.,even my brother is not like to speak with me they treat me like aids patent,even brother like speak treat like aid patent,8
0,No de.am seeing in online shop so that i asked.,no link seeing in online shop so that i asked,link see onlin shop ask,5
0,I want to tel u one thing u should not mistake me k THIS IS THE MESSAGE THAT YOU SENT:),i want to tel you one thing you should not mistake me k this is the message that you sent,want tel one thing mistak k messag send,8
0,"Gud gud..k, chikku tke care.. sleep well gud nyt",gud gudk chikku tke care sleep well gud nyt,gud gudk chikku tke care sleep well gud nyt,9
0,Oh sorry please its over,oh sorry please its over,oh sorri pleas,3
1,,,devoid entri figure wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number number,25
0,Just taste fish curry :-P,just taste fish curry p,tast fish curri p,4
